caminho,label,duracao,sample_rate,zcr,rms,spectral_centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
dataset\siga\Pablo_siga_170.wav,siga,1.2,16000,0.1022692228618421,0.08698451,1545.6306071399529,-248.24155,86.65478,26.028223,32.483185,-0.0027484768,0.59126645,-7.3414235,5.067596,-4.4412093,-1.1662165,-6.7797804,-3.4717772,-9.455605
dataset\siga\Pablo_siga_171.wav,siga,1.2,16000,0.16859837582236842,0.07091296,1937.6750411438602,-325.32373,47.208508,35.177742,24.435583,21.427334,5.046866,-23.243147,-4.1334796,-9.327841,1.292375,-4.287253,1.4435604,-2.3937778
dataset\siga\Rick Bessa_siga_172.wav,siga,1.2,16000,0.1189221833881579,0.081607826,1528.0495327250858,-286.54626,92.55576,54.522217,45.496048,1.7975767,-5.855427,-12.377069,-3.5549119,-8.172399,-16.517727,-9.134386,-12.5905,-14.318573
dataset\siga\Rick Bessa_siga_173.wav,siga,1.2,16000,0.15249794407894737,0.07125461,2036.2241501925303,-345.10156,43.22828,26.54145,19.999332,2.5082982,-14.375382,0.4235845,-0.9081543,-13.144483,-6.8984447,-10.665389,-11.950374,-15.478149
dataset\siga\Rick Bessa_siga_174.wav,siga,1.2,16000,0.17107833059210525,0.053298417,2070.4778334023295,-385.461,26.350277,42.955574,21.866938,2.9188814,5.190726,-5.571647,-1.7426405,-6.3208084,-11.341283,-0.15386647,-16.295856,2.374963
dataset\siga\Rick Bessa_siga_175.wav,siga,1.2,16000,0.06338661595394737,0.02088118,1383.661435149502,-390.23596,73.926674,64.72638,46.278454,15.8346815,25.422785,3.0600264,11.090402,-4.320322,-5.9985137,-8.841412,-6.661315,-11.93615
dataset\siga\Rick Bessa_siga_176.wav,siga,1.2,16000,0.1649876644736842,0.044941977,2057.110016366535,-350.12485,48.458206,28.9777,25.876343,10.818461,4.959249,-7.5391493,-0.04411599,-5.2226224,-7.8954034,-3.2278605,-1.5695789,-4.442653
dataset\siga\Rick Bessa_siga_177.wav,siga,1.2,16000,0.22536749588815788,0.04075117,2529.5437386760586,-329.48047,45.75515,39.620155,36.74074,-4.707443,-14.716596,-14.252317,-9.211336,-5.888297,-9.964006,2.346622,-12.353524,-7.56
dataset\siga\Rick Bessa_siga_178.wav,siga,1.2,16000,0.24026007401315788,0.054554004,2850.698973460555,-324.64493,12.453225,29.225346,32.26778,-18.203726,-11.6642885,-18.141516,4.762522,-10.789391,-0.7872612,-10.380784,-8.564859,-10.69995
dataset\siga\Rick Bessa_siga_179.wav,siga,1.2,16000,0.13996967516447367,0.04342704,2052.966494720455,-364.3237,35.777092,31.555979,36.30263,-17.11874,-9.829179,-13.763161,12.86631,-7.385344,-5.3489623,-6.347673,-5.9682417,-7.1138062
dataset\siga\Rick Bessa_siga_180.wav,siga,1.2,16000,0.11484888980263158,0.11418068,1997.2947826197576,-231.54718,59.885677,46.116592,46.800297,-15.979068,4.605553,7.9620314,-0.5268922,-8.281934,-9.666472,-9.1507225,-10.563915,-10.00352
dataset\siga\Rick Bessa_siga_181.wav,siga,1.2,16000,0.14354183799342105,0.05350423,2265.1699692253806,-351.07056,35.96981,40.550976,32.970833,-14.741474,-5.4402547,-20.371948,7.5590024,-5.190453,-5.797178,2.3636117,-13.581108,2.5711586
dataset\siga\Rick Bessa_siga_182.wav,siga,1.2,16000,0.24732730263157895,0.058238782,2756.2189662072087,-314.98154,35.063614,15.723193,30.707972,-4.9013457,-4.80825,-14.127678,-6.5237174,-6.409115,-14.855786,-8.212454,-16.05918,-1.5025967
dataset\siga\Rick Bessa_siga_183.wav,siga,1.2,16000,0.08424136513157894,0.05695291,1127.070738983341,-360.94974,82.73306,44.46021,24.622757,7.121161,-4.565873,-10.63382,-1.2360493,-11.564008,-6.828051,0.19247384,-10.716273,-9.079236
dataset\siga\Rick Bessa_siga_184.wav,siga,1.2,16000,0.18459601151315788,0.10039934,2302.088732376875,-301.14554,27.37695,31.860027,28.626873,5.82221,-20.635328,-16.521574,11.35363,-8.594291,-7.6936584,-5.5174227,-19.618616,-11.683829
dataset\siga\Rick Bessa_siga_185.wav,siga,1.2,16000,0.191162109375,0.09624792,2133.3778210691144,-274.99448,75.335945,27.94873,39.216957,31.35835,-8.821987,-7.319546,-3.5725503,-7.6340027,-9.171918,-15.9281845,-7.6590943,-4.564781
dataset\siga\Rick Bessa_siga_186.wav,siga,1.2,16000,0.11639083059210527,0.061946787,1841.7195283358305,-296.84772,57.237904,25.317875,22.706537,2.5217597,-18.059559,-6.505148,8.195184,-4.719409,-1.295151,-0.44283822,-13.026096,-3.5621169
dataset\siga\Rick Bessa_siga_187.wav,siga,1.2,16000,0.09083316200657894,0.07859678,1209.3046606216003,-341.298,74.46832,45.468105,37.971146,0.85753554,-2.2071922,-1.1115733,2.8222191,-12.65829,-10.399966,-4.1490974,-7.141318,-10.432253
dataset\siga\Rick Bessa_siga_188.wav,siga,1.2,16000,0.25519120065789475,0.09314308,2934.9213446820613,-285.49854,35.29388,57.963257,30.488062,14.403341,-0.50315076,-4.8698525,-5.574505,-2.3645566,-16.850851,0.646648,-7.7710643,-10.843385
dataset\siga\Rick Bessa_siga_189.wav,siga,1.2,16000,0.20514237253289475,0.076318674,2542.920583468059,-276.52322,23.76969,44.145634,27.790062,14.652138,7.3284044,-13.981828,4.646762,-10.28503,-13.38817,-8.064896,-12.275317,-8.866377
dataset\siga\Rick Bessa_siga_190.wav,siga,1.2,16000,0.17542146381578946,0.06943184,1956.5896735621147,-314.9467,54.93274,23.476553,40.93879,13.476438,-10.352978,-0.6052225,-7.23076,-10.729571,-11.54556,-10.186923,-2.9496758,-14.313383
dataset\siga\Rick Bessa_siga_191.wav,siga,1.2,16000,0.09781044407894737,0.048410308,1552.9619361991158,-394.15488,54.340115,18.8431,23.443802,-8.421171,-20.115423,-10.732704,3.221969,-10.854419,-8.827497,0.8102868,-10.219225,-0.5349353
dataset\siga\Rick Bessa_siga_192.wav,siga,1.2,16000,0.11822831003289473,0.08790241,1986.8811842013008,-294.39206,63.8762,47.144726,50.979683,11.579328,-7.8666778,2.4101248,11.321378,-6.6918426,-18.313538,-2.3019655,-9.596346,-14.288301
dataset\siga\Rick Bessa_siga_193.wav,siga,1.2,16000,0.15355160361842105,0.047159784,1804.9509601231548,-358.95352,37.743042,23.799158,26.801073,7.02324,-7.192769,-2.928605,7.287498,-9.01497,-12.139404,-6.7114677,-4.336521,-14.092644
dataset\siga\Silas_uSoll_siga_194.wav,siga,1.2,16000,0.17251747532894737,0.065107934,1936.6831882463007,-331.0239,41.52185,25.094803,24.68496,-17.746443,-19.164623,-4.9724336,0.71209663,-1.7042204,-0.0573997,-8.048871,3.8304179,-0.3115259
dataset\siga\Silas_uSoll_siga_195.wav,siga,1.2,16000,0.14735814144736842,0.030501723,1425.384113661719,-470.2796,32.938873,18.759893,24.898563,19.194828,-8.195783,-12.098652,-0.22392619,-7.043955,-5.8893094,-7.163868,-7.827841,-4.2818494
dataset\siga\Silas_uSoll_siga_196.wav,siga,1.2,16000,0.15545333059210525,0.07143818,1580.0611250341105,-328.85342,85.847855,12.183368,15.408936,3.12395,0.78535795,-9.167427,8.801136,-14.856667,0.43180707,-1.4737802,-2.7767167,1.707426
dataset\siga\Silas_uSoll_siga_197.wav,siga,1.2,16000,0.14588044819078946,0.050715446,1610.6889761723287,-370.61935,61.711678,32.29302,7.428746,-17.34548,-1.8031032,-20.3151,-8.446098,-17.284529,-1.8470271,-1.2501626,-5.6089234,-3.9368408
dataset\siga\Silas_uSoll_siga_198.wav,siga,1.2,16000,0.11188065378289473,0.019674653,1114.9741709501081,-546.68066,67.65338,31.221685,38.423244,19.961727,3.775147,0.7658652,-3.935733,-9.002734,-3.7732115,-8.594466,-4.552766,-5.78075
dataset\siga\Silas_uSoll_siga_199.wav,siga,1.2,16000,0.17916067023026316,0.078128934,1937.470861249941,-332.5559,53.14131,-4.1416426,35.841583,-6.237294,-16.1686,-4.7999506,-4.230151,-5.181353,0.3947274,-3.4392173,-0.37308583,-2.5760157
dataset\siga\Silas_uSoll_siga_200.wav,siga,1.2,16000,0.14832185444078946,0.03373641,1739.426517227308,-385.23514,58.381706,17.060219,34.0285,16.522623,-0.43133283,-2.4241054,-0.49644032,-7.7729445,3.4550617,-10.938493,-2.9029264,-2.9920912
dataset\siga\Silas_uSoll_siga_201.wav,siga,1.2,16000,0.17147666529605263,0.02758429,2033.0235071908676,-479.01794,60.65596,45.720417,14.476733,3.631877,6.2331963,-6.7497935,0.673529,-12.1946125,3.185914,-2.5702567,-2.3626125,0.8258153
dataset\siga\Silas_uSoll_siga_202.wav,siga,1.2,16000,0.13321083470394737,0.019341808,1323.926496999617,-511.73752,71.31309,27.5554,18.140371,14.159901,-8.801068,-1.9297788,-8.153247,-8.878883,-15.887708,-11.252444,-8.367989,-7.419191
dataset\siga\Silas_uSoll_siga_203.wav,siga,1.2,16000,0.17538291529605263,0.11072903,1831.4256643667452,-209.83943,106.52971,27.631865,15.106257,23.723824,-8.6721115,-23.21109,9.71324,-21.858082,-7.1017585,-2.991022,-4.2773685,-0.52441406
dataset\voltar\Ana_voltar_0.wav,voltar,1.2,16000,0.051667865953947366,0.06622183,850.5255313090881,-361.8149,74.19901,-4.4017987,-3.5343463,-8.388904,6.8853087,-3.7633457,-6.6874123,-2.8260627,-1.156366,-5.2824836,-3.0608885,-2.401617
dataset\voltar\Ana_voltar_1.wav,voltar,1.2,16000,0.04913651315789474,0.117338456,864.8965401017136,-314.6057,98.65429,3.7580967,-4.3856916,-24.425552,-0.83096063,-11.658465,-10.097679,6.2330933,-4.7752995,-4.2990346,-5.081951,-2.3692265
dataset\voltar\Ana_voltar_10.wav,voltar,1.2,16000,0.08643863075657894,0.05284259,1547.2040312412512,-263.884,77.15369,24.725468,-0.27554122,-0.6756893,2.6736927,-7.7303996,-0.6294058,0.29525208,-6.2868323,-3.9260807,-0.7398083,-1.6652632
dataset\voltar\Ana_voltar_11.wav,voltar,1.2,16000,0.0932360197368421,0.048229218,1421.392151739595,-247.04245,99.18844,2.1001112,7.553125,-13.775315,9.61991,-21.695135,-4.4863977,-7.458415,-1.3606415,-10.458295,3.4107285,-3.190593
dataset\voltar\Ana_voltar_12.wav,voltar,1.2,16000,0.06541683799342106,0.06648845,1142.4837450563284,-249.6929,122.73684,6.3467803,9.262726,-11.943926,3.7633126,-13.231589,-12.566272,-5.6121693,-4.194848,-5.966109,3.2874274,-9.123303
dataset\voltar\Ana_voltar_13.wav,voltar,1.2,16000,0.07813784950657894,0.031125354,1208.4424943116537,-327.39313,101.00378,8.438983,10.0521965,-5.0992656,4.684292,-7.010497,-5.6030083,-4.7933726,-0.9173619,-2.1673322,2.7481506,-1.9236515
dataset\voltar\Ana_voltar_14.wav,voltar,1.2,16000,0.07078793174342106,0.054946754,1166.8940899481772,-260.9947,122.140686,12.632047,12.499256,-6.258092,1.4484904,-12.474568,-5.021638,-4.4785213,1.0907425,-3.1374724,3.7596078,-7.811093
dataset\voltar\Ana_voltar_15.wav,voltar,1.2,16000,0.07041529605263158,0.04913399,1193.2534246173402,-316.15985,97.35164,17.390001,14.796537,-15.051189,-2.2173486,-2.416935,-7.793498,-11.35296,1.6270404,-8.035503,3.858311,-4.681647
dataset\voltar\Ana_voltar_16.wav,voltar,1.2,16000,0.07338353207236842,0.04413924,1178.8435588136679,-325.44943,89.01628,8.420372,8.642317,-9.009588,-0.56090677,-14.846215,-4.8286905,-3.0721176,0.8030386,-3.548598,0.004887957,-2.3123333
dataset\voltar\Ana_voltar_17.wav,voltar,1.2,16000,0.0832776521381579,0.043098044,1258.0936306846493,-259.63907,120.10751,8.843332,17.876001,-9.8705435,-0.7675624,-17.295816,-1.5564755,-5.065045,-1.3148608,-7.61646,-2.76198,-5.519789
dataset\voltar\Ana_voltar_18.wav,voltar,1.2,16000,0.0693616365131579,0.05665338,1267.2951743822782,-247.34868,111.188324,11.779361,9.069983,-12.636176,8.974385,-10.511326,-7.354937,-4.0057173,2.9779055,-3.0250185,-2.0627332,-2.5128825
dataset\voltar\Ana_voltar_19.wav,voltar,1.2,16000,0.050948293585526314,0.07231488,865.7635144761016,-299.903,91.16474,1.1557381,11.963594,-10.0372925,11.40614,-7.540153,-7.0654135,-2.8396804,2.609793,-1.3397427,-0.4297388,-2.8298352
dataset\voltar\Ana_voltar_2.wav,voltar,1.2,16000,0.054764597039473686,0.080726005,980.4875892028201,-351.01773,74.17614,4.342086,-4.357927,-16.398527,-4.733291,-9.374775,-3.6902928,-4.1401176,-10.448393,-5.5885563,-10.33048,-5.904036
dataset\voltar\Ana_voltar_20.wav,voltar,1.2,16000,0.045076069078947366,0.049521543,831.2555621181101,-379.28027,81.79971,1.1249409,3.208058,-7.146408,-4.3437715,-8.451727,-7.5466967,2.9330676,-0.31031007,-5.987882,-1.3311338,-8.015256
dataset\voltar\Ana_voltar_21.wav,voltar,1.2,16000,0.08544921875,0.0486889,1396.020793108979,-236.97404,111.54473,9.648315,6.513379,-2.8010578,4.4434676,-17.62031,-2.8386986,-6.6169,-0.9353598,-7.575125,-3.274541,-6.809365
dataset\voltar\Ana_voltar_22.wav,voltar,1.2,16000,0.08670847039473684,0.04545586,1332.215694656406,-254.95462,109.00828,-6.8115106,5.8495445,-7.5268908,7.33884,-10.503319,-8.378075,-4.1242776,-8.193954,-8.118278,-1.1951882,-1.9574333
dataset\voltar\Ana_voltar_23.wav,voltar,1.2,16000,0.0751696134868421,0.049871024,1137.8164849335315,-279.28467,111.2528,10.132753,17.791245,-8.830664,4.316946,-7.182554,-12.193362,-6.18824,0.63344085,-5.8841624,3.0825746,-1.1375788
dataset\voltar\Ana_voltar_24.wav,voltar,1.2,16000,0.05887643914473684,0.06696154,1024.3385404739975,-249.34248,137.46544,12.428252,22.377245,-6.020613,10.343527,-1.0285716,-1.7528452,-7.9164743,2.1292896,-3.980245,-3.1382232,-1.1403497
dataset\voltar\Ana_voltar_25.wav,voltar,1.2,16000,0.06031558388157895,0.05776132,1080.6801180840164,-313.76352,98.15809,17.545404,9.148121,-8.259224,6.9856553,-8.338436,4.2914734,-3.8221548,2.5478058,-6.3997865,1.5947453,-2.206948
dataset\voltar\Ana_voltar_26.wav,voltar,1.2,16000,0.053980777138157895,0.076874994,961.7479678428805,-310.58548,89.28977,7.5809207,14.102882,-19.182617,-1.5437574,-2.0938947,-9.745886,-8.968399,-0.74736464,-6.059404,-1.7775831,-6.138449
dataset\voltar\Ana_voltar_27.wav,voltar,1.2,16000,0.076171875,0.048100643,1386.8674589281763,-291.85193,93.14808,18.507225,11.165184,-0.26129833,5.4624295,-9.054333,-3.9814305,-1.0967655,-0.049079794,-5.742262,1.9810424,-3.1825726
dataset\voltar\Ana_voltar_28.wav,voltar,1.2,16000,0.05751439144736842,0.069694646,944.9712413067078,-315.46454,101.66753,-1.2260141,12.119958,-14.321318,6.495986,-13.210582,-2.680962,-1.3121167,-5.4818277,3.4673615,-0.94493806,-3.5356116
dataset\voltar\Ana_voltar_29.wav,voltar,1.2,16000,0.049239309210526314,0.078570664,795.4418396527414,-308.74292,97.55065,21.642897,19.933273,-9.619693,11.049591,-8.381245,-2.8454814,-0.43997508,-0.2521261,-6.0519714,-3.9415913,0.57626486
dataset\voltar\Ana_voltar_3.wav,voltar,1.2,16000,0.0719957853618421,0.08860749,1161.9117833577031,-343.45346,60.272724,15.916142,-7.36282,-5.870047,-10.055158,-9.788087,-6.450546,-7.61857,-4.93723,-4.9131913,-10.9558525,1.0630505
dataset\voltar\Ana_voltar_30.wav,voltar,1.2,16000,0.06382349917763158,0.04544531,1284.0143609735078,-231.36467,118.414474,6.5954347,12.529461,-8.021029,8.437618,-7.654121,-8.734394,-7.506311,-3.2370179,-4.0636005,-0.70770633,1.0563922
dataset\voltar\Ana_voltar_31.wav,voltar,1.2,16000,0.04668225740131579,0.064810656,827.7694195555014,-366.43182,78.41261,18.926886,7.968432,-20.83196,-0.8168624,7.0278945,-11.218368,-2.8816645,0.57127744,-11.466907,2.278472,-0.48550048
dataset\voltar\Ana_voltar_32.wav,voltar,1.2,16000,0.06850071957236842,0.08268028,979.0000852634753,-328.69922,69.69806,6.758733,1.031567,-19.171242,4.5060577,-10.509507,-3.104019,-6.358652,-3.4053721,4.244083,-2.7001243,-4.4535184
dataset\voltar\Ana_voltar_33.wav,voltar,1.2,16000,0.06392629523026316,0.05808566,1339.8675242491786,-220.11009,115.32107,3.149556,12.750598,-0.73628986,7.3952074,-7.515328,-4.251224,5.1759934,-3.0352385,6.5622168,2.4764738,-8.300703
dataset\voltar\Ana_voltar_34.wav,voltar,1.2,16000,0.09440532483552631,0.021775475,1359.316940811518,-383.09915,64.22288,-4.641515,5.970134,-8.857973,2.7161844,-5.390875,-0.8546552,2.7522678,1.5307213,-1.8997403,3.8889852,-6.424767
dataset\voltar\Ana_voltar_35.wav,voltar,1.2,16000,0.09276058799342106,0.06900949,1226.370679239663,-233.77611,137.65495,-23.171955,-6.1377625,-18.724146,-3.1082761,-10.170812,-3.6317155,-8.449876,-0.17242746,-12.685393,-7.6857033,-8.306484
dataset\voltar\Ana_voltar_36.wav,voltar,1.2,16000,0.10233347039473684,0.06077742,1606.498774738157,-230.53392,93.578094,5.768976,7.4612594,-15.776008,11.843045,-10.354253,3.5713718,-7.566855,-2.0408487,-9.115269,-3.757921,-4.227707
dataset\voltar\Ana_voltar_37.wav,voltar,1.2,16000,0.060392680921052634,0.10203087,1224.1165756701546,-253.80481,98.51669,11.889951,7.3829684,-20.3982,2.9911852,-4.0983214,-7.8649035,-6.502311,0.13136086,-5.314736,-1.8752738,-12.450783
dataset\voltar\Ana_voltar_38.wav,voltar,1.2,16000,0.08965100740131579,0.0582621,1084.9808400264315,-421.38242,74.13902,32.473923,-11.135323,-20.846792,-17.672993,-13.226443,-6.57673,-12.206433,-6.747427,-11.348098,-7.719879,-12.382156
dataset\voltar\Ana_voltar_39.wav,voltar,1.2,16000,0.06239720394736842,0.11717277,921.5671394633721,-284.11987,101.203865,12.341759,-16.611568,-11.734921,-0.3131422,-6.4565816,3.531321,-8.830109,7.0680656,-5.324583,-4.6478386,-5.806619
dataset\voltar\Ana_voltar_4.wav,voltar,1.2,16000,0.05365953947368421,0.04372458,1073.1386633954987,-364.1053,77.13369,4.0114727,5.2851205,-5.208879,3.7130554,-8.013273,0.71213615,-6.6777587,-2.2719927,-6.345498,-0.29578057,2.3020928
dataset\voltar\Ana_voltar_40.wav,voltar,1.2,16000,0.047093441611842105,0.03106238,716.3530230633836,-499.4284,83.180756,11.363527,-10.1182575,-9.770839,-11.392269,-10.213832,1.3233958,-0.7023688,-6.453687,0.82019025,-2.155601,-10.504851
dataset\voltar\Ana_voltar_41.wav,voltar,1.2,16000,0.07259971217105263,0.02987568,1092.327604849618,-480.53033,72.4267,-18.025307,-10.544061,-26.089638,-0.32409167,0.8884947,-7.185848,2.7152271,-5.547209,-8.120766,-5.8767467,-6.9470625
dataset\voltar\Ana_voltar_42.wav,voltar,1.2,16000,0.0719957853618421,0.08860749,1161.9117833577031,-343.45346,60.272724,15.916142,-7.36282,-5.870047,-10.055158,-9.788087,-6.450546,-7.61857,-4.93723,-4.9131913,-10.9558525,1.0630505
dataset\voltar\Ana_voltar_43.wav,voltar,1.2,16000,0.056884765625,0.16480722,1359.4426801677394,-276.4562,59.375076,14.073406,-2.8921845,-17.886856,-5.7193017,-8.558264,-1.1338603,-5.489772,-0.67042625,-8.804352,-3.59406,-6.532145
dataset\voltar\Ana_voltar_44.wav,voltar,1.2,16000,0.05503443667763158,0.06000321,837.8942977661511,-372.91812,95.69956,6.007693,-4.7314277,-5.462075,-3.4342892,-18.537725,-8.685899,-10.824022,-0.4769615,4.843951,-2.343183,-2.7525153
dataset\voltar\Ana_voltar_45.wav,voltar,1.2,16000,0.07746967516447369,0.07364088,1078.8807580271284,-325.75378,84.23688,-20.57412,6.896941,-5.0455647,-2.4729776,-13.570165,-11.214228,-3.8700538,5.3932157,-11.068622,2.1598487,-4.9163327
dataset\voltar\Ana_voltar_46.wav,voltar,1.2,16000,0.04691354851973684,0.124531545,720.2379538795342,-314.4436,128.9858,-6.883188,-12.384117,-12.339313,0.20459346,1.8295629,-4.3954225,-9.463188,-6.4669986,3.1821105,-4.788106,-3.6560705
dataset\voltar\Ana_voltar_5.wav,voltar,1.2,16000,0.063232421875,0.043449055,1261.5155789362173,-228.27367,120.632195,14.735565,14.275806,-5.482901,6.2841806,-13.04476,-4.501461,-9.528623,-1.6350613,-15.105945,0.76991403,-8.569636
dataset\voltar\Ana_voltar_6.wav,voltar,1.2,16000,0.07144325657894737,0.06578854,1143.411739927412,-278.40942,110.415794,0.13251294,8.481736,-5.641224,7.04797,-14.321244,-7.003053,-11.345959,1.1404434,-0.8113552,2.7975821,-4.0668764
dataset\voltar\Ana_voltar_7.wav,voltar,1.2,16000,0.06035413240131579,0.06072421,1037.2577510817723,-331.51126,74.87466,6.577521,0.9936494,-12.972348,4.3825464,-7.2919135,-5.575849,-6.5013285,5.569874,-9.093051,3.4267995,-2.3596096
dataset\voltar\Ana_voltar_8.wav,voltar,1.2,16000,0.073486328125,0.049178716,1176.2221660315793,-264.99454,107.51675,-4.6441545,8.172539,-15.325475,7.66139,-10.43058,-4.645671,-2.9758532,-1.1116891,-8.395047,3.19452,0.24861905
dataset\voltar\Ana_voltar_9.wav,voltar,1.2,16000,0.0830078125,0.054430686,1448.7400141402068,-199.05371,112.28343,0.01685795,13.552981,-9.961045,9.036755,-6.6466603,-8.053524,-8.678566,-3.927552,-7.3518662,1.7136374,-1.7704456
dataset\voltar\Daniel_voltar_47.wav,voltar,1.2,16000,0.07523386101973684,0.08103228,1026.5884721972625,-334.97794,91.54543,3.0221825,3.0134575,-28.066149,-7.8990397,-4.937154,-0.61139256,-5.1882353,-1.4921598,-6.5811796,-3.5847225,-5.6680617
dataset\voltar\Daniel_voltar_48.wav,voltar,1.2,16000,0.05829821134868421,0.0937319,809.7103061317582,-364.2608,88.29596,-6.0167394,-7.386478,-24.441349,5.2074904,-3.664511,-8.087471,1.6962744,0.67791224,4.4573426,0.34508696,-1.1608166
dataset\voltar\Daniel_voltar_49.wav,voltar,1.2,16000,0.08841745476973684,0.07366833,878.738435294069,-378.5003,107.566345,17.361431,10.059685,-19.251986,-7.6908956,-3.0477183,-4.1001453,2.2416584,-5.3413343,-2.6508431,6.81363,-1.1938037
dataset\voltar\Daniel_voltar_50.wav,voltar,1.2,16000,0.05024157072368421,0.055961866,671.4729503616715,-387.9127,119.19512,1.4209586,-1.8095882,-17.323082,-4.252935,1.2904482,-3.613221,2.3810096,2.477905,-8.745052,-3.51381,-2.828399
dataset\voltar\Daniel_voltar_51.wav,voltar,1.2,16000,0.06653474506578948,0.05056388,1013.8546815027148,-374.24448,64.85213,-4.9455934,-10.561874,-20.382198,-1.7255386,-7.7072096,-4.560296,-3.0147953,-4.5228148,-0.5828042,-2.1697216,-7.633235
dataset\voltar\Daniel_voltar_52.wav,voltar,1.2,16000,0.07762386924342106,0.15957466,963.1458135646037,-263.52783,102.74404,-19.505068,-12.811725,-16.53234,10.974659,-10.560269,-2.75376,-4.4529676,-7.5253224,-8.647174,-4.994643,1.8276012
dataset\voltar\Daniel_voltar_53.wav,voltar,1.2,16000,0.05152652138157895,0.06800586,916.8204707844066,-329.69186,117.148834,8.646475,-0.47570398,-22.542292,9.873543,-0.7759587,-0.896279,-10.424782,7.308618,-8.178769,1.8100016,-9.2450905
dataset\voltar\Daniel_voltar_54.wav,voltar,1.2,16000,0.05756578947368421,0.07037705,926.970984063271,-364.52533,87.25993,17.663315,0.74198675,-19.80209,2.355283,-13.950406,2.051944,-2.9628801,-5.600483,-7.7413096,-1.7080134,-8.703943
dataset\voltar\Daniel_voltar_55.wav,voltar,1.2,16000,0.05003597861842105,0.057619404,737.9960282174932,-391.00015,81.21357,31.29658,-3.8717582,-18.712807,-8.674835,-2.8471053,-15.037636,-3.0849833,-6.4840875,-5.2985244,-7.1147733,-2.4649699
dataset\voltar\Daniel_voltar_56.wav,voltar,1.2,16000,0.035554584703947366,0.047816783,765.0005655975631,-429.2265,76.950035,-2.591657,2.5409265,-13.174662,15.786557,-12.968109,3.646133,1.0940531,-1.6804323,-2.6610758,-0.16042097,-4.239615
dataset\voltar\Daniel_voltar_57.wav,voltar,1.2,16000,0.058079769736842105,0.087650724,707.457538133922,-361.19473,109.06764,5.2601943,-1.9122483,-25.66809,-6.407176,-3.5055525,-8.071756,-0.8790767,-5.9538994,-3.8021698,-1.0574073,-6.6472497
dataset\voltar\Daniel_voltar_58.wav,voltar,1.2,16000,0.04014185855263158,0.07086976,606.061386755292,-367.88092,142.18933,22.806349,9.035548,-19.472153,-9.139722,-3.881148,3.1323185,1.8613105,-3.3641613,-2.651241,3.048263,-3.8418193
dataset\voltar\Daniel_voltar_59.wav,voltar,1.2,16000,0.07673725328947369,0.09159837,1143.5616042302836,-325.85294,72.24701,7.3115797,-15.519212,-20.118681,0.20426424,-3.7177017,-6.2716312,-4.0221252,2.5873775,-6.981227,-4.319288,-2.5887878
dataset\voltar\Daniel_voltar_60.wav,voltar,1.2,16000,0.06279553865131579,0.11737349,1030.810430831416,-304.45874,82.73513,13.263054,-21.664616,-19.458643,1.045453,-13.126173,-2.2453716,-7.61681,-3.492779,-2.4696367,1.9138184,-5.5618515
dataset\voltar\Daniel_voltar_61.wav,voltar,1.2,16000,0.04596268503289474,0.058625497,724.3227206563533,-375.02347,51.43336,-11.87427,0.054284748,-15.653722,9.460229,-6.2775536,-4.4853168,-2.8033063,1.4839765,-2.361985,-3.1572433,-5.058115
dataset\voltar\Daniel_voltar_62.wav,voltar,1.2,16000,0.05774568256578947,0.07169813,1065.677763043056,-336.92722,67.36552,-6.552061,-8.174164,-17.414515,9.261254,-10.150951,-8.347272,-7.074691,-3.3539999,-7.388887,4.590982,-11.846315
dataset\voltar\Daniel_voltar_63.wav,voltar,1.2,16000,0.03357576069078947,0.15768363,555.72660490192,-246.82373,178.10815,15.426577,32.776596,-6.9951487,15.995549,16.383245,-0.62235814,11.0961485,12.387561,0.26016566,6.6280947,-0.7803907
dataset\voltar\Daniel_voltar_64.wav,voltar,1.2,16000,0.05189915707236842,0.04572157,789.4415976870741,-403.17517,107.721275,7.5191708,8.21818,-13.466455,-4.817356,0.2987531,-2.3988342,-5.381869,-4.69989,-4.7669272,2.0273173,-8.228968
dataset\voltar\Daniel_voltar_65.wav,voltar,1.2,16000,0.06505705180921052,0.09329851,1058.2121174055674,-285.10153,78.79955,-22.10191,3.024561,-15.145343,10.502874,-1.0196909,3.7499936,-6.621286,6.008437,-5.302934,-4.4747596,-1.7823753
dataset\voltar\Daniel_voltar_66.wav,voltar,1.2,16000,0.07145610608552631,0.03689691,777.8749823462385,-459.67322,65.31637,-21.096664,-16.200218,-10.008832,-7.1792827,-6.677008,-1.5399777,-3.1973107,-6.1563134,-4.8153257,-6.1683574,-3.946842
dataset\voltar\Daniel_voltar_67.wav,voltar,1.2,16000,0.060701069078947366,0.051314186,970.6031806710912,-384.9347,88.06359,-5.0276604,-1.9682913,-22.133753,15.083819,-11.858912,-3.7032647,-11.415398,-2.2464619,-3.6772413,-4.722769,0.357544
dataset\voltar\Daniel_voltar_68.wav,voltar,1.2,16000,0.05535567434210526,0.037213795,768.7250902607612,-462.59564,88.02416,1.4012759,19.217196,-15.942672,-12.772977,2.572829,-9.917198,-4.303006,1.9293935,-8.518788,0.6354552,-2.1588938
